attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,152487,1248
1,6932,6981
2,5021,4850
3,5070,5046
4,5217,5218
5,5046,5046
6,5071,5046
7,5046,4997
8,4997,5095
9,4899,4899
10,4923,4972
11,4923,4899
12,4948,4924
13,4948,4850
14,4923,5021
15,4997,4874
16,5095,5021
17,5168,5095
18,5291,5536
19,4899,4899
20,4923,4899
21,5095,4973
22,4899,4997
23,4899,4923
24,5022,4875
25,4899,5071
26,4923,4875
27,4874,4875
28,4997,4973
29,4924,4923
30,4899,4899
31,4874,4850
32,5070,4948
33,4899,4972
34,4899,4948
35,4899,4899
36,4899,4899
37,4924,4948
38,4875,4850
39,4899,4899
40,4948,4875
41,4948,4948
42,4874,4899
43,4923,4899
44,4948,4973
45,4850,4850
46,4972,4948
47,4899,4875
48,5071,4948
49,4899,4997
50,4997,5022
51,4875,4875
52,4973,4924
53,4973,4997
54,4899,4850
55,4948,4972
56,4973,4923
57,4948,4997
58,4948,4924
59,4899,4874
60,4948,4973
61,4899,4875
62,4899,4924
63,4899,4850
64,5046,4948
65,4948,5021
66,4923,4972
67,4972,4972
68,4948,4874
69,4973,5021
70,4948,4924
71,4923,4973
72,5046,4875
73,4924,5046
74,4899,4875
75,4899,4874
76,4924,4948
77,4899,4825
78,4899,4948
79,4875,4801
80,4875,4874
81,4875,4923
82,4948,4899
83,4948,4924
84,4948,4924
85,4899,4972
86,4948,4899
87,4899,4899
88,4899,4874
89,4899,4899
90,4948,4972
91,4923,4850
92,4923,4997
93,4899,4850
94,4875,4850
95,4875,4899
96,4948,4875
97,4948,4973
98,4899,4899
99,4874,4899
100,4972,4948
101,4874,4874
102,4948,4972
103,4948,4874
104,4972,4948
105,4923,4899
106,4923,4972
107,4850,4825
108,4923,4948
109,4923,4973
110,4923,4850
111,4923,4973
112,4948,4850
113,4924,4948
114,4875,4875
115,4875,4899
116,4924,4924
117,4899,4899
118,4972,4972
119,4923,4850
120,4948,4948
121,4924,4948
122,4850,4875
123,4972,4924
124,4874,4850
125,4948,4973
126,4899,4850
127,4923,4972
128,5021,4948
129,4850,4874
130,4924,4899
131,4924,4899
132,4997,4997
133,4923,4924
134,4874,4924
135,4874,4801
136,4825,4850
137,4923,4899
138,4923,4874
139,4948,4972
140,4899,4874
141,4899,4924
142,4924,4899
143,4875,4874
144,4948,4948
145,4874,4850
146,4948,4948
147,4924,4875
148,4899,4948
149,4899,4850
150,4899,4923
151,4850,4875
152,4923,4850
153,4923,4972
154,4899,4850
155,4875,4899
156,4973,4973
157,4899,4875
158,4997,5046
159,4875,4801
160,4948,4997
161,4948,4850
162,4899,4948
163,4972,4923
164,4899,4948
165,4923,4948
166,4899,4826
167,4924,4948
168,4875,4826
169,4923,4973
170,4874,4825
171,4850,4875
172,4924,4948
173,4850,4825
174,4923,4923
175,4899,4850
176,4899,4923
177,4948,4899
178,4948,4948
179,4899,4899
180,4924,4924
181,4948,4972
182,4948,4948
183,4899,4875
184,4972,4948
185,4874,4874
186,4899,4899
187,4899,4826
188,4972,4997
189,4874,4850
190,4874,4923
191,4899,4850
192,4875,4875
193,4924,4924
194,4924,4850
195,4973,4997
196,4924,4899
197,4899,4923
198,4923,4924
199,4923,4850
200,4923,4924
201,4899,4875
202,4948,4923
203,4899,4923
204,4948,4948
205,4874,4875
206,4899,4899
207,4850,4874
208,4899,4874
209,4899,4923
210,4948,4899
211,4875,4899
212,4924,4899
213,4899,4875
214,4972,4997
215,4948,4874
216,4924,4972
217,4948,4899
218,4850,4899
219,4924,4924
220,4948,4899
221,4948,4997
222,4899,4801
223,4899,4997
224,4899,4801
225,4923,4948
226,4948,4948
227,4899,4850
228,4923,4948
229,4850,4850
230,5071,5046
231,4924,4874
232,4850,4923
233,4874,4874
234,4923,4923
235,4899,4874
236,4899,4875
237,4874,4924
238,4923,4899
239,4899,4899
240,4924,4875
241,4899,4899
242,4948,4973
243,4899,4875
244,4923,4973
245,4948,4875
246,4875,4924
247,4948,4948
248,4997,4875
249,4899,4997
250,4948,4899
251,4875,4924
252,4973,4899
253,4899,4948
254,5046,4923
255,4899,4997
256,4923,4924
257,4923,4874
258,4923,4923
259,4850,4850
260,4874,4923
261,4899,4923
262,4850,4850
263,4875,4875
264,4899,4850
265,4923,4923
266,4899,4899
267,4899,4924
268,4923,4924
269,4899,4875
270,4948,4948
271,4874,4850
272,4923,4948
273,4874,4875
274,4923,4899
275,4899,4923
276,4899,4874
277,4923,4948
278,4874,4850
279,4899,4948
280,5438,4899
281,4923,5413
282,4874,4899
283,4948,4875
