attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,213247,1199
1,5414,5561
2,5267,5193
3,5340,5291
4,5291,5193
5,5389,5365
6,5511,5438
7,5487,5512
8,5414,5462
9,5242,5242
10,5291,5242
11,5218,5218
12,5267,5217
13,5291,5267
14,5340,5291
15,5267,5315
16,5634,5463
17,5561,5658
18,5193,5242
19,5266,5169
20,5193,5217
21,5316,5242
22,5242,5267
23,5242,5144
24,5316,5291
25,5267,5291
26,5242,5193
27,5267,5266
28,5193,5144
29,5217,5242
30,5242,5168
31,5218,5193
32,5291,5218
33,5217,5266
34,5266,5193
35,5242,5266
36,5266,5218
37,5266,5266
38,5315,5242
39,5340,5438
40,5340,5193
41,5340,5389
42,5168,5193
43,5267,5218
44,5267,5242
45,5316,5340
46,5316,5266
47,5315,5316
48,5315,5217
49,5291,5316
50,5267,5291
51,5267,5217
52,5217,5267
53,5340,5315
54,5267,5242
55,5316,5267
56,5364,5266
57,5316,5389
58,5218,5168
59,5267,5242
60,5365,5316
61,5315,5340
62,5266,5242
63,5291,5315
64,5365,5218
65,5242,5340
66,5291,5217
67,5242,5242
68,5291,5291
69,5266,5242
70,5316,5291
71,5267,5242
72,5414,5340
73,5291,5291
74,5242,5291
75,5291,5218
76,5340,5364
77,5364,5340
78,5266,5267
79,5291,5242
80,5266,5242
81,5340,5364
82,5291,5218
83,5267,5291
84,5242,5193
85,5365,5365
86,5291,5266
87,5291,5291
88,5267,5169
89,5291,5340
90,5291,5242
91,5266,5266
92,5291,5242
93,5267,5291
94,5266,5267
95,5267,5217
96,5291,5267
97,5242,5217
98,5291,5267
99,5267,5217
100,5316,5365
101,5267,5242
102,5316,5291
103,5242,5193
104,5315,5291
105,5315,5267
106,5217,5242
107,5242,5217
108,5218,5169
109,5340,5340
110,5267,5242
111,5291,5266
112,5291,5242
113,5315,5340
114,5266,5193
115,5291,5316
116,5242,5193
117,5242,5266
118,5218,5193
119,5267,5291
120,5316,5267
121,5242,5242
122,5316,5242
123,5242,5242
124,5291,5291
125,5242,5242
126,5242,5217
127,5267,5291
128,5315,5267
129,5266,5217
130,5242,5267
131,5291,5242
132,5193,5217
133,5267,5242
134,5316,5315
135,5291,5242
136,5242,5242
137,5315,5267
138,5218,5266
139,5267,5169
140,5267,5291
141,5291,5242
142,5242,5266
143,5315,5267
144,5193,5193
145,5291,5266
146,5242,5193
147,5266,5267
148,5291,5266
149,5291,5316
150,5291,5217
151,5291,5316
152,5316,5217
153,5291,5316
154,5193,5168
155,5389,5389
156,5266,5267
157,5291,5291
158,5316,5266
159,5242,5193
160,5316,5365
161,5266,5193
162,5242,5291
163,5242,5193
164,5217,5217
165,5291,5267
166,5315,5315
167,5340,5267
168,5340,5315
169,5315,5316
170,5266,5217
171,5266,5267
172,5340,5315
173,5291,5291
174,5266,5218
175,5315,5291
176,5242,5193
177,5267,5291
178,5242,5169
179,5242,5242
180,5218,5168
181,5242,5242
182,5291,5217
183,5267,5291
184,5291,5267
185,5217,5193
186,5242,5193
187,5291,5267
188,5242,5242
189,5242,5242
190,5266,5266
191,5242,5193
192,5242,5242
193,5291,5267
194,5218,5242
195,5218,5144
196,5218,5242
197,5291,5218
198,5291,5315
199,5217,5169
200,5242,5242
201,5267,5217
202,5218,5242
203,5266,5218
204,5217,5193
205,5315,5291
206,5217,5217
207,5266,5218
208,5242,5193
209,5266,5291
210,5217,5168
211,5266,5291
212,5242,5218
213,5242,5291
214,5266,5217
215,5242,5242
216,5291,5242
217,5315,5267
218,5365,5364
219,5267,5242
220,5242,5218
221,5315,5291
222,5291,5266
223,5291,5267
224,5218,5242
225,5291,5193
226,5242,5291
227,5266,5217
228,5266,5267
229,5315,5315
230,5266,5267
231,5316,5266
232,5266,5242
233,5266,5242
234,5242,5242
235,5242,5193
236,5291,5242
237,5291,5340
238,5267,5242
239,5218,5193
240,5315,5315
241,5267,5267
242,5316,5242
243,5242,5291
244,5315,5242
245,5266,5291
246,5242,5168
247,5291,5316
248,5267,5193
249,5242,5291
250,5218,5168
251,5315,5340
252,5242,5218
253,5291,5242
254,5266,5266
255,5218,5193
256,5291,5291
257,5316,5267
258,5242,5291
259,5291,5193
260,5242,5242
261,5365,5316
262,5291,5315
263,5242,5193
264,5267,5242
265,5266,5218
266,5217,5217
267,5266,5267
268,5266,5242
269,5291,5266
270,5291,5267
271,5267,5267
272,5267,5242
273,5267,5242
274,5266,5217
275,5193,5242
276,5291,5193
277,5315,5340
278,5266,5218
279,5316,5315
280,5291,5218
281,5266,5315
282,5217,5193
283,5217,5119
284,5316,5316
285,5291,5315
286,5315,5291
287,5242,5218
288,5242,5266
289,5340,5291
290,5193,5193
291,5315,5267
292,5193,5217
293,5340,5291
294,5242,5267
295,5364,5315
296,5291,5218
297,5291,5340
298,5242,5168
299,5242,5291
300,5218,5144
301,5267,5291
302,5266,5242
303,5365,5365
304,5291,5242
305,5242,5266
306,5389,5316
307,5291,5315
308,5267,5267
309,5291,5291
310,5291,5242
311,5267,5242
312,5266,5242
313,5291,5266
314,5291,5316
315,5291,5217
316,5242,5291
317,5291,5267
318,5291,5266
319,5340,5291
320,5291,5266
321,5340,5316
322,5266,5242
323,5291,5242
324,5169,5144
325,5267,5266
326,5266,5193
327,5389,5438
328,5291,5218
329,5266,5266
330,5291,5242
331,5291,5316
332,5266,5218
333,5291,5315
334,5316,5242
335,5291,5316
336,5316,5217
337,5242,5291
338,5266,5242
339,25920,25847
340,5242,5266
341,5315,5316
342,5266,5193
343,5315,5315
344,5266,5242
345,5267,5218
346,5364,5389
347,5364,5291
348,5266,5315
349,5266,5218
350,5242,5266
351,5561,5389
352,5389,5463
353,5413,5389
354,5242,5266
355,5291,5267
356,5316,5315
357,5291,5267
358,5315,5291
359,5291,5242
