attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,160768,513
1,2914,2914
2,2890,2866
3,2890,2865
4,2890,2890
5,2865,2841
6,2865,2866
7,2865,2841
8,2890,2865
9,2866,2841
10,2866,2866
11,2865,2865
12,2866,2841
13,2890,2866
14,2890,2865
15,2914,2865
16,2841,2866
17,2866,2841
18,2865,2890
19,2866,2841
20,2866,2841
21,2890,2890
22,2865,2816
23,2865,2841
24,2866,2866
25,2865,2841
26,2914,2866
27,2865,2865
28,2890,2890
29,2866,2866
30,2866,2841
31,2890,2865
32,2890,2866
33,2865,2865
34,2866,2866
35,2865,2841
36,2865,2865
37,2890,2890
38,2866,2866
39,2890,2865
40,2890,2866
41,2866,2865
42,2915,2841
43,2866,2866
44,2939,2865
45,2841,2890
46,2865,2866
47,2841,2816
48,2890,2866
49,2890,2890
50,2890,2865
51,2865,2841
52,2866,2841
53,2865,2890
54,2890,2866
55,3135,3110
56,2914,2841
57,3159,2890
58,2865,3160
59,2841,2816
60,3356,3331
61,2865,2865
62,2890,2866
63,2890,2865
64,2890,2841
65,2866,2890
66,2865,2817
67,2865,2865
68,2866,2866
69,2866,2865
70,2865,2841
71,2865,2841
72,2866,2865
73,2865,2817
74,2865,2865
75,2865,2841
76,2866,2866
77,2890,2841
78,2865,2841
79,2890,2866
80,2865,2865
81,2890,2841
82,2866,2841
83,2866,2866
84,2816,2792
85,2866,2841
86,2866,2841
87,2866,2865
88,2865,2841
89,2841,2841
90,2865,2841
91,2890,2841
92,2866,2841
93,2866,2817
94,2865,2865
95,2890,2841
96,2841,2841
97,2866,2841
98,2841,2841
99,2866,2865
100,2841,2817
101,2865,2865
102,2865,2841
103,2865,2866
104,2890,2865
105,2890,2866
106,2865,2865
107,2890,2866
108,2890,2865
109,2890,2866
110,2915,2865
111,2890,2915
112,2890,2841
113,2890,2890
114,2841,2816
115,2890,2866
116,2865,2841
117,2890,2890
118,2890,2865
119,2890,2890
120,2890,2841
121,2866,2890
122,2865,2841
123,2890,2866
124,2914,2890
125,2890,2890
126,2890,2890
127,2866,2841
128,2890,2841
129,2865,2865
130,2866,2866
131,2865,2865
132,2841,2841
133,2865,2841
134,2841,2817
135,2890,2890
136,2866,2865
137,2890,2841
138,2865,2841
139,2890,2841
140,2890,2866
141,2890,2890
142,2890,2841
143,2841,2841
144,2865,2841
145,2890,2865
146,2866,2866
147,2890,2865
148,2866,2866
149,2890,2865
150,2866,2866
