attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,123577,1224
1,5316,6075
2,5291,5242
3,5364,5315
4,5364,5340
5,5389,5340
6,5438,5487
7,5487,5462
8,5242,5389
9,5266,5267
10,5487,5218
11,5242,5512
12,5316,5267
13,5389,5365
14,5389,5365
15,5291,5316
16,5315,5365
17,5315,5316
18,5438,5242
19,5242,5462
20,5169,5217
21,5291,5266
22,7471,5732
23,5781,6565
24,7937,7496
25,7226,8084
26,5903,6369
27,5634,5732
28,5242,5266
29,5169,5144
30,5267,5267
31,5193,5242
32,5291,5242
33,5218,5218
34,5414,5267
35,5291,5413
36,5266,5266
37,5266,5266
38,5266,5242
39,5266,5242
40,5364,5267
41,9235,6565
42,7373,10068
43,8696,7619
44,5560,6516
45,5242,5438
46,5193,5218
47,5340,5267
48,5266,5315
49,5438,5364
50,5414,5364
51,5389,5438
52,5291,5364
53,5267,5217
54,5267,5291
55,5242,5218
56,5242,5267
57,5267,5267
58,5291,5218
59,5193,5242
60,5267,5291
61,5267,5242
62,5291,5266
63,5266,5291
64,5218,5267
65,5193,5218
66,5193,5169
67,5267,5291
68,5267,5217
69,5242,5291
70,5291,5242
71,5242,5315
72,5291,5242
73,5291,5267
74,5316,5316
75,5267,5316
76,5340,5316
77,5316,5340
78,5193,5193
79,5315,5267
80,5193,5266
81,5267,5217
82,5340,5340
83,5316,5316
84,5242,5267
85,5242,5267
86,5267,5291
87,5316,5242
88,5242,5316
89,5267,5267
90,5316,5267
91,5267,5291
92,5267,5315
93,5169,5168
94,5267,5193
95,5169,5218
96,5365,5267
97,5291,5316
98,5340,5267
99,5242,5389
100,5266,5266
101,5291,5266
102,5242,5217
103,5193,5217
104,5267,5218
105,5267,5242
106,5267,5266
107,5218,5242
108,5218,5242
109,5242,5242
110,5217,5218
111,5364,5316
112,5217,5193
113,5315,5315
114,5217,5291
115,5242,5193
116,5340,5413
117,5267,5217
118,5267,5315
119,5242,5217
120,5266,5291
121,5267,5242
122,5267,5266
123,5169,5193
124,5218,5242
125,5169,5144
126,5266,5266
127,5193,5242
128,5242,5169
129,5217,5242
130,5315,5242
131,5217,5242
132,5242,5315
133,5193,5169
134,5242,5218
135,5242,5267
136,5291,5242
137,5340,5413
138,5291,5266
139,5193,5217
140,5242,5217
141,5266,5266
142,5266,5315
143,5242,5217
144,5291,5266
145,5291,5266
146,5242,5242
147,5291,5316
148,5267,5291
149,5267,5217
150,5267,5315
151,5242,5193
152,5266,5291
153,5266,5242
154,5266,5291
155,5291,5242
156,5291,5389
157,5266,5266
158,5242,5242
159,5193,5169
160,5242,5242
161,5291,5291
162,5193,5218
163,5217,5193
164,5242,5266
165,5169,5193
166,5267,5242
167,5193,5193
168,5218,5218
169,5218,5193
170,5267,5291
171,5193,5193
172,5266,5315
173,5169,5168
174,5242,5193
175,5217,5291
176,5242,5217
177,5193,5168
178,5315,5291
179,5266,5291
180,5291,5315
181,5193,5242
182,5266,5169
183,5242,5267
184,5242,5242
185,5291,5291
186,5267,5242
187,5242,5242
188,5144,5193
189,5218,5169
190,5218,5217
191,5267,5217
192,5242,5242
193,5315,5316
194,5193,5242
195,5242,5217
196,5168,5217
197,5266,5217
198,5266,5266
199,5266,5242
200,5266,5266
201,5364,5340
202,5340,5340
203,5242,5242
204,5266,5365
205,5266,5218
206,5291,5267
207,5217,5267
208,5217,5168
209,5193,5217
210,5316,5266
211,5218,5217
212,5218,5266
213,5169,5144
214,5242,5242
215,5193,5144
216,5316,5266
217,5242,5315
218,5291,5266
219,5169,5242
220,5218,5218
221,5242,5242
222,5267,5242
223,5218,5218
224,5267,5266
225,5291,5291
226,5218,5193
227,5267,5291
228,5267,5291
229,5267,5242
230,5242,5267
231,5242,5218
232,5242,5242
233,5315,5267
234,5193,5218
235,5340,5291
236,5193,5315
237,5218,5144
238,5144,5168
239,5266,5193
240,5218,5267
241,5242,5242
242,5266,5291
243,5217,5193
244,5291,5340
245,5242,5169
246,5291,5365
247,5291,5218
248,5291,5316
249,5267,5193
250,5218,5266
251,5218,5242
252,5242,5266
253,5193,5168
254,5266,5217
255,5217,5266
256,5266,5242
257,5217,5217
258,5364,5291
259,5242,5316
260,5242,5267
261,5217,5193
262,5242,5218
263,5218,5242
264,5217,5193
265,5266,5291
266,5291,5242
267,5267,5291
268,5267,5291
269,5242,5242
270,5193,5217
271,5291,5242
272,5193,5242
273,5315,5266
274,5217,5242
275,5242,5242
276,5218,5291
277,5291,5168
278,5217,5266
279,5291,5266
280,5291,5266
281,5315,5316
282,5291,5316
283,5193,5193
284,5291,5389
285,5242,5169
286,5291,5291
287,5291,5291
288,5291,5218
289,5193,5267
290,5316,5242
291,5291,5340
292,5462,5413
293,5340,5364
294,5365,5413
295,5340,5266
296,5413,5389
297,5364,5365
298,5340,5340
299,5316,5315
300,5316,5340
301,5365,5365
302,5340,5389
303,5364,5315
304,5364,5364
305,5340,5364
306,5414,5340
307,5291,5365
308,5389,5389
309,5365,5340
310,5315,5340
311,5291,5291
312,5266,5291
313,5389,5340
314,5365,5389
315,5365,5340
316,5365,5438
317,5267,5218
318,5267,5291
319,5316,5291
320,5291,5340
321,5389,5340
322,5438,5438
323,5365,5413
324,5389,5364
325,5340,5389
326,5365,5340
327,5389,5364
328,5389,5389
329,5340,5340
330,5315,5315
331,5340,5315
332,5365,5438
333,5365,5267
334,5389,5512
335,5316,5242
336,5389,5340
337,5315,5364
338,5364,5364
339,5316,5340
340,5365,5389
341,5365,5340
342,5438,5438
343,5389,5389
344,5365,5340
345,5414,5389
346,5389,5438
347,5438,5413
348,5511,5536
349,5413,5413
350,5462,5413
351,5462,5487
352,5462,5463
353,5413,5414
354,5487,5438
355,5463,5560
356,5463,5413
357,5463,5413
358,5414,5487
359,5389,5414
360,507100,506341
361,5610,6320
362,5340,5340
363,5340,5340
364,5389,5438
365,5389,5365
366,5340,5340
367,5364,5340
368,5364,5389
369,5340,5340
370,5316,5340
371,5316,5291
372,5316,5340
373,5218,5242
374,5120,5169
375,5169,5144
376,5144,5168
377,5144,5119
378,5193,5193
379,5168,5144
380,5193,5291
381,5242,5193
382,5193,5144
383,5169,5193
384,5193,5168
385,5217,5291
386,5046,5046
387,5169,5119
388,5193,5242
389,5144,5071
390,5144,5218
391,5095,5095
392,5120,5144
393,5169,5144
394,5144,5144
395,5168,5144
396,5168,5266
397,5144,5095
398,5095,5120
399,5169,5120
400,5169,5217
401,5218,5119
402,5169,5242
403,5169,5144
404,5144,5217
405,5120,5070
406,5144,5168
407,5144,5144
408,5193,5193
409,5144,5144
410,5144,5144
411,5169,5120
412,5169,5218
413,5095,5071
414,5168,5168
415,5193,5168
416,5120,5144
417,5144,5120
418,5193,5193
419,5193,5217
420,5168,5217
421,5119,5070
422,5119,5119
423,5168,5144
424,5217,5242
425,5071,5095
426,5242,5242
427,5144,5119
428,5120,5193
429,5144,5120
430,5144,5095
431,5095,5095
432,5168,5168
433,5193,5193
434,5169,5193
435,5144,5095
436,5217,5242
437,5144,5119
438,5144,5168
439,5095,5071
440,5169,5144
441,5144,5144
442,5144,5144
443,5120,5168
444,5120,5168
445,5169,5095
446,5169,5193
447,5169,5144
448,19011,5144
449,6663,20530
450,5169,5144
451,5144,5144
452,5193,5193
453,5340,5168
454,5193,5389
455,5193,5242
456,5119,5070
457,5266,5144
458,5193,5291
459,5144,5144
460,5291,5340
461,5144,5071
462,5095,5144
463,5120,5095
464,5218,5193
465,5267,5291
466,5218,5144
467,5144,5169
468,5095,5193
469,5193,5144
470,5168,5169
471,5168,5120
472,5168,5144
473,5168,5168
474,5193,5242
475,5193,5193
476,5707,5438
477,5168,5463
478,5119,5120
479,5217,5169
480,5144,5193
481,5267,5193
482,5144,5218
483,5315,5095
484,5438,5634
485,5316,5316
486,5340,5316
487,5168,5218
488,5168,5169
489,5511,5463
490,5732,5757
491,5169,5144
492,5512,5487
493,5365,5463
494,5218,5144
495,5169,5168
496,5218,5193
497,5218,5242
498,5120,5168
499,5169,5144
500,5168,5218
501,5144,5169
502,5120,5071
503,5316,5340
504,5144,5095
505,5144,5144
506,5095,5144
507,5119,5095
508,5217,5217
509,5144,5144
510,5169,5169
511,5169,5144
512,5120,5144
513,5144,5144
514,5168,5120
515,5193,5193
516,5193,5193
517,5144,5193
518,5144,5144
519,5217,5169
520,5168,5169
521,5193,5218
522,5218,5218
523,5242,5267
524,5217,5218
525,5168,5169
526,5217,5169
527,5193,5218
528,5120,5144
529,5193,5144
530,5046,5071
531,5144,5144
532,5168,5217
533,5193,5168
534,5144,5119
535,5120,5168
536,5169,5119
537,5120,5193
538,5120,5071
539,5217,5242
540,5168,5217
541,5217,5168
542,5315,5266
543,5340,5364
544,5218,5193
545,5340,5316
546,5217,5291
547,5266,5266
548,5119,5144
549,5193,5144
550,5144,5168
551,5144,5144
552,5193,5169
553,5144,5120
554,5169,5193
555,5169,5169
556,5169,5218
557,5120,5095
558,5119,5095
559,5144,5169
560,5169,5144
561,5267,5291
562,5144,5144
563,5144,5144
564,5169,5218
565,5144,5120
566,5144,5120
567,5218,5169
568,5193,5193
569,5168,5193
570,5144,5169
571,5120,5144
572,5144,5168
573,5144,5095
574,5119,5169
575,5119,5120
576,7692,6296
577,5683,6810
578,6197,6050
579,6173,6369
580,6173,5855
581,5634,6124
582,5218,5266
583,5242,5217
584,5095,5095
585,5218,5193
586,5193,5119
587,5168,5242
588,5193,5217
589,5144,5144
590,5242,5169
591,5071,5144
592,5144,5095
593,5193,5218
594,5169,5169
595,5144,5144
596,5217,5193
597,5144,5218
598,5291,5316
599,5119,5120
600,5193,5169
601,5144,5169
602,5193,5144
603,5119,5193
604,5095,5144
605,5218,5144
606,5120,5193
607,5144,5046
608,5119,5144
609,5168,5144
610,5168,5169
611,5193,5218
612,5144,5193
613,5193,5168
614,5144,5095
615,5217,5242
616,5144,5144
617,5169,5144
618,5120,5169
619,5144,5095
620,5119,5168
621,5144,5119
622,5169,5144
623,5120,5119
624,5218,5193
625,5218,5218
626,5144,5120
627,5095,5144
628,5119,5168
629,5144,5119
630,5120,5119
631,5144,5119
632,5144,5168
633,5193,5119
634,5144,5193
635,5193,5193
636,5168,5169
637,5144,5144
638,5144,5144
639,5120,5095
640,5071,5071
641,5291,5267
642,5144,5168
643,5168,5168
644,5144,5144
645,5120,5120
646,5169,5169
647,5169,5193
648,5120,5071
649,5144,5169
650,5119,5071
651,5193,5217
652,5144,5193
653,5266,5169
654,5119,5169
655,5144,5095
656,5120,5168
657,5120,5095
658,5193,5193
659,5169,5193
660,5144,5144
661,5168,5193
662,5144,5169
663,5095,5095
664,5120,5095
665,5218,5218
666,5071,5120
667,5144,5071
668,5242,5267
669,5144,5120
670,5193,5218
671,5144,5144
672,5144,5119
673,5169,5193
674,5144,5120
675,5168,5193
676,5168,5193
677,5119,5120
678,5168,5144
679,5242,5217
680,5120,5144
681,5169,5144
682,5193,5193
683,5169,5217
684,5169,5168
685,5120,5144
686,5095,5095
687,5242,5193
688,5120,5095
689,5267,5242
690,5046,5071
691,5119,5095
692,5193,5242
693,5119,5095
694,5168,5193
695,5217,5218
696,5168,5144
697,5193,5193
698,5169,5169
699,5193,5218
700,5095,5169
701,5144,5095
702,5168,5095
703,5095,5120
704,5242,5242
705,5119,5168
706,5193,5119
707,5119,5168
708,5193,5193
709,5144,5169
710,5095,5144
711,5242,5168
712,5119,5144
713,5144,5095
714,5267,5266
715,5144,5144
716,5168,5242
717,5095,5095
718,5168,5120
719,5168,5242
720,5144,5095
721,5144,5144
722,5168,5144
723,5144,5144
724,5169,5266
725,5120,5046
726,5169,5169
727,5144,5120
728,5217,5193
729,5119,5168
730,5217,5144
731,5217,5242
732,5193,5193
733,5095,5120
734,5193,5193
735,5144,5119
736,5169,5168
737,5291,5291
738,5168,5144
739,5193,5242
740,5169,5168
741,5193,5168
742,5144,5119
743,5120,5168
744,5120,5095
745,5266,5267
746,5070,5120
747,5119,5071
748,5095,5168
749,5095,5046
750,5266,5218
751,5144,5169
752,5193,5169
753,5144,5169
754,5169,5144
755,5169,5193
756,5169,5242
757,5144,5095
758,5119,5095
759,5119,5095
760,5169,5144
761,5095,5144
762,5217,5193
763,5193,5242
764,5193,5168
765,5168,5217
766,5193,5095
767,5242,5291
768,5168,5144
769,5168,5193
770,5095,5120
771,5119,5095
772,5168,5217
773,5095,5046
774,5193,5218
775,5095,5120
776,5193,5144
777,5144,5144
778,5168,5169
779,5217,5218
780,5217,5242
781,5193,5193
782,5095,5095
783,5144,5119
784,5267,5266
785,5218,5217
786,5193,5193
787,5144,5193
788,5193,5169
789,5144,5144
790,5144,5119
791,5144,5144
792,5144,5144
793,5242,5242
794,5119,5120
795,5119,5120
796,5144,5218
797,5193,5169
798,5193,5144
799,5071,5119
800,5120,5095
801,5267,5267
802,5169,5169
803,5267,5242
804,5120,5193
805,5095,5046
806,5144,5119
807,5144,5168
808,5193,5193
809,5217,5242
810,5193,5168
811,5193,5242
812,5168,5193
813,5144,5119
814,5144,5119
815,5119,5144
816,5144,5144
817,5291,5242
818,5193,5193
819,5218,5242
820,5169,5218
821,5169,5144
822,5144,5095
823,5242,5242
824,5120,5144
825,5291,5316
826,5119,5120
827,5119,5095
828,5144,5193
829,5119,5144
830,5119,5095
831,5070,5071
832,5193,5169
833,5169,5120
834,5144,5193
835,5119,5168
836,5144,5144
837,5267,5218
838,5120,5144
839,5144,5095
840,5119,5119
841,5168,5144
842,5169,5193
843,5169,5168
844,5144,5193
845,5119,5119
846,5266,5217
847,5144,5144
848,5144,5120
849,5193,5218
850,5120,5144
851,5120,5095
852,5242,5218
853,5168,5193
854,5168,5193
855,5217,5218
856,5168,5095
857,5119,5168
858,5119,5095
859,5119,5119
860,5168,5217
861,5193,5144
862,5144,5120
863,5119,5120
864,5168,5169
865,5144,5169
866,5193,5193
867,5168,5144
868,5144,5169
869,5144,5144
870,5119,5119
871,5119,5119
872,5217,5193
873,5193,5218
874,5169,5193
875,5144,5095
876,5193,5193
877,5144,5193
878,5193,5169
