attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,214448,415
1,2375,3257
2,2204,2179
3,2375,2204
4,2890,3012
5,2180,2204
6,2179,2180
7,2155,2155
8,2179,2155
9,2204,2179
10,2204,2204
11,2229,2204
12,2229,2204
13,2204,2204
14,2204,2204
15,2180,2179
16,2204,2155
17,2228,2204
18,2228,2228
19,2204,2204
20,2204,2179
21,2228,2204
22,2228,2204
23,2204,2204
24,2229,2204
25,2180,2179
26,2228,2204
27,2204,2204
28,2228,2204
29,2179,2228
30,2180,2179
31,2204,2204
32,2229,2204
33,2229,2229
34,2204,2204
35,2228,2204
36,2253,2204
37,2204,2253
38,2180,2179
39,2228,2228
40,2253,2253
41,2425,2253
42,3086,2571
43,3551,4335
44,3478,2743
45,4777,3307
46,2179,4360
47,2204,2179
48,2253,2204
49,2204,2253
50,2204,2204
51,2228,2229
52,2180,2204
53,2228,2204
54,2253,2228
55,2204,2228
56,2253,2229
57,2179,2229
58,2204,2229
59,2204,2229
60,2253,2229
61,2204,2229
62,2253,2204
63,2179,2179
64,2253,2229
65,2253,2253
66,2253,2229
67,2228,2228
68,2204,2204
69,2253,2204
70,2253,2253
71,2204,2229
72,2229,2204
73,2253,2229
74,2253,2253
75,2229,2229
76,2229,2229
77,2229,2204
78,2229,2229
79,2204,2179
80,2253,2204
81,2228,2253
82,2228,2204
83,2277,2229
84,2204,2228
85,2253,2204
86,2253,2253
87,2180,2204
88,2253,2204
89,2228,2228
90,2204,2180
91,2229,2204
92,2253,2204
93,2204,2204
94,2180,2180
95,2180,2179
96,2204,2179
97,2204,2204
98,2204,2228
99,2229,2204
100,2204,2204
101,2228,2180
102,2179,2204
103,2180,2204
104,2253,2228
105,2228,2228
106,2180,2204
107,2204,2204
108,2179,2180
109,2180,2204
110,2204,2180
111,2204,2180
112,2204,2179
113,2204,2204
114,2229,2204
115,2180,2179
116,2204,2155
117,2204,2204
118,2180,2179
119,2204,2155
120,2179,2180
121,2204,2179
122,2228,2204
123,2204,2228
124,2179,2204
125,2228,2179
126,2179,2204
127,2155,2155
128,2204,2204
129,2400,2204
130,4311,3821
131,3919,2890
132,3527,4801
133,3086,2841
134,2743,3355
135,2180,2179
136,2179,2180
137,2204,2180
138,2204,2204
139,2228,2204
140,2180,2228
141,2204,2155
142,2204,2180
143,2180,2204
144,2204,2180
145,2253,2204
146,2229,2204
147,2204,2204
148,2228,2204
149,2204,2228
150,2204,2204
151,2179,2180
152,2180,2179
153,2204,2155
154,2204,2204
155,2179,2180
156,2179,2155
157,2204,2155
158,2204,2179
159,2179,2155
160,2204,2204
161,2180,2179
162,2204,2204
163,2179,2180
164,2180,2179
165,2180,2179
166,2204,2155
167,2179,2180
168,2278,2253
169,2302,2375
170,2179,2204
171,2180,2155
172,2180,2179
173,2204,2180
174,2204,2180
175,2180,2179
176,2204,2180
177,2204,2179
178,2204,2179
179,2228,2204
180,2179,2228
181,2180,2179
182,2204,2179
183,2179,2204
184,2229,2179
185,2204,2204
186,2228,2204
187,2228,2228
188,2228,2228
189,2180,2253
190,2179,2180
191,2180,2179
192,2229,2204
193,2180,2179
194,2204,2204
195,2229,2228
196,2228,2204
197,2204,2204
198,2180,2179
199,2204,2204
200,2204,2204
201,2180,2179
202,2179,2204
203,2228,2180
204,2180,2228
205,2180,2155
206,2179,2180
207,2204,2179
208,2204,2204
209,2179,2180
210,2204,2179
211,2204,2180
212,2179,2229
213,2179,2204
214,2155,2179
215,2180,2179
216,2204,2204
217,2204,2180
218,2204,2179
219,2204,2204
220,2204,2179
221,2204,2204
222,2204,2179
223,2179,2180
224,2204,2179
225,2204,2204
226,2204,2204
227,2278,2204
228,2180,2228
229,2179,2180
230,2179,2180
231,2204,2155
232,2204,2204
233,2253,2229
234,2180,2204
235,2253,2204
236,2228,2228
237,2180,2180
238,2180,2179
239,2204,2180
240,2179,2180
241,2180,2204
242,2204,2204
243,2204,2179
244,2179,2180
245,2179,2180
246,2180,2204
247,2180,2179
248,2204,2204
249,2204,2204
250,2204,2204
251,2253,2204
252,2204,2204
253,2179,2180
254,2179,2180
255,2228,2204
256,2277,2253
257,2204,2229
258,2229,2204
259,2229,2228
260,2229,2179
261,2180,2204
262,2179,2180
263,2228,2204
264,2179,2180
265,2179,2155
266,2179,2155
267,2204,2204
268,2204,2204
269,2204,2180
270,2204,2204
271,2179,2180
272,2228,2204
273,2204,2228
274,2204,2204
275,2180,2179
276,2204,2180
277,2204,2179
278,2180,2179
279,2204,2204
280,2204,2180
281,2180,2179
282,2179,2204
283,2204,2204
284,2204,2180
285,2180,2179
286,2229,2228
287,2229,2204
288,2204,2179
289,2204,2204
290,2180,2179
291,2204,2204
292,2179,2155
293,2179,2180
294,2204,2180
295,2180,2179
296,2179,2180
297,2204,2179
298,2180,2228
299,2229,2204
300,2204,2179
301,2180,2204
302,2204,2180
303,2204,2179
304,2179,2204
305,2180,2204
306,2179,2204
307,2229,2179
308,2204,2204
309,2179,2180
310,2204,2204
311,2180,2179
312,2229,2180
313,2180,2179
314,2204,2179
315,2204,2204
316,2179,2180
317,2204,2204
318,2204,2155
319,2179,2180
320,2228,2204
321,2229,2253
322,2204,2229
323,2229,2204
324,2204,2204
325,2204,2204
326,2229,2204
327,2180,2204
328,2204,2204
329,2228,2229
330,2229,2179
331,2278,2253
332,2204,2229
333,2180,2180
334,2229,2204
335,2229,2204
336,2204,2229
337,2204,2204
338,2228,2228
339,2277,2253
340,2204,2228
341,2204,2179
342,2179,2180
343,2228,2229
344,2253,2204
345,2253,2229
346,2204,2228
347,2204,2179
348,2228,2204
349,2228,2228
350,2180,2228
351,2204,2204
352,2204,2204
353,2204,2155
354,2204,2229
355,2180,2179
356,2204,2204
357,2204,2204
358,2228,2204
359,2180,2204
360,2204,2204
361,2229,2204
362,2253,2229
363,2253,2253
364,2228,2204
365,2228,2229
366,2228,2204
367,2204,2228
368,2204,2179
369,2179,2180
370,2180,2155
371,2204,2179
372,2204,2204
373,2204,2204
374,2204,2204
375,2228,2180
376,2228,2229
377,2204,2229
378,2229,2204
379,2204,2229
380,2179,2180
381,2228,2204
382,2204,2204
383,2179,2229
384,2204,2204
385,2228,2204
386,2253,2228
387,2229,2229
388,2204,2179
389,2228,2180
390,2204,2228
391,2228,2180
392,2204,2204
393,2204,2204
394,2179,2180
395,2180,2204
396,2179,2155
397,2179,2180
398,2204,2180
399,2229,2204
400,2229,2204
401,2204,2229
402,2180,2204
403,2179,2204
404,2180,2179
405,2204,2179
406,2204,2204
407,2204,2179
408,2228,2180
409,2204,2204
410,2229,2179
411,2253,2229
412,2204,2253
413,2253,2204
414,2228,2253
415,2229,2228
416,2278,2253
417,2229,2253
418,2228,2204
419,2253,2228
420,2204,2229
421,2228,2204
422,2180,2228
423,2228,2204
424,2204,2228
425,2228,2204
426,2204,2204
427,2204,2204
428,2180,2204
429,2204,2228
430,2253,2204
431,2253,2253
432,2253,2229
433,2253,2253
434,2204,2204
435,2229,2253
436,2179,2204
437,2180,2204
438,2204,2204
439,2180,2179
440,2180,2204
441,2180,2180
442,2204,2179
443,2204,2180
444,2204,2204
445,2204,2180
446,2179,2180
447,2204,2204
448,2229,2204
449,2179,2204
450,2253,2204
451,2229,2253
452,2228,2180
453,2179,2179
454,2204,2180
455,2204,2179
456,2204,2180
457,2229,2204
458,2180,2204
459,2204,2204
460,2179,2155
461,2179,2180
462,2179,2180
463,2204,2204
464,2204,2204
465,2179,2180
466,2204,2204
467,2204,2204
468,2179,2155
469,2179,2180
470,2204,2180
471,2180,2179
472,2180,2179
473,2204,2180
474,2180,2179
475,2204,2204
476,2180,2155
