attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,146313,1077
1,4899,4801
2,4923,4826
3,4972,4948
4,5046,5021
5,5071,5046
6,5120,5070
7,5071,5095
8,4899,4973
9,4850,4924
10,4899,4850
11,4875,4899
12,4875,4826
13,4899,4875
14,4899,4924
15,4899,4825
16,5021,4899
17,4899,5071
18,4899,4899
19,4948,4899
20,4826,4825
21,4924,4899
22,4801,4850
23,4850,4826
24,4973,4875
25,4899,4948
26,4923,4899
27,4776,4826
28,4825,4801
29,4850,4874
30,4874,4850
31,4923,4825
32,4923,4948
33,4923,4973
34,4825,4826
35,4801,4826
36,4875,4875
37,4801,4826
38,4899,4875
39,4850,4826
40,4948,4899
41,4875,4948
42,4850,4875
43,4972,4924
44,4825,4826
45,4923,4899
46,4825,4825
47,4899,4801
48,4924,4948
49,4850,4899
50,4874,4850
51,4801,4752
52,4899,4899
53,4874,4875
54,4899,4924
55,4875,4826
56,4924,4825
57,4875,4948
58,4875,4801
59,4875,4923
60,4924,4923
61,4777,4752
62,4948,4924
63,4801,4875
64,4973,4826
65,4850,4948
66,4923,4875
67,4899,4850
68,4777,4923
69,4899,4874
70,4874,4850
71,4874,4777
72,4923,4850
73,4874,5046
74,5021,4948
75,4801,4850
76,4924,4923
77,4850,4874
78,4874,4899
79,4923,4850
80,4923,4850
81,4923,5022
82,4825,4801
83,4874,4899
84,4850,4825
85,4875,4801
86,4899,4923
87,4825,4752
88,4948,4948
89,4875,4923
90,4875,4874
91,4899,4874
92,4801,4850
93,4948,4899
94,4801,4826
95,4924,4875
96,4801,4801
97,4899,4948
98,4899,4875
99,4825,4850
100,4874,4776
101,4850,4923
102,4899,4899
103,4899,4850
104,4850,4875
105,4923,4899
106,4874,4874
107,17369,5021
108,8402,20726
109,4923,4948
110,4972,4899
111,4874,4948
112,4874,4899
113,4923,4850
114,4825,4850
115,4923,4826
116,4874,4973
117,4801,4850
118,4923,4899
119,4776,4826
120,4899,4850
121,4826,4825
122,4850,4874
123,4997,4923
124,4899,4973
125,4948,4875
126,4825,4899
127,4850,4728
128,4899,4948
129,5634,5438
130,4973,5169
131,4850,4899
132,5046,4924
133,4850,4973
134,4923,4801
135,4850,4899
136,4850,4752
137,4850,4850
138,4875,4948
139,4973,4948
140,4875,4874
141,4924,4899
142,4875,4850
143,4899,4850
144,4850,4924
145,4899,4924
146,4948,4899
147,4801,4850
148,4899,4850
149,4875,4875
150,4924,4948
151,4875,4850
152,4875,4801
153,4973,5022
154,4826,4850
155,5806,5242
156,5095,5659
157,5413,5365
158,5144,5169
159,5365,5365
160,4948,4825
161,4874,4948
162,4874,4875
163,4948,4924
164,4850,4776
165,4899,4899
166,4997,5022
167,5046,5071
168,5095,5022
169,4874,4899
170,4923,4874
171,4825,4776
172,4972,4972
173,4850,4899
174,4801,4752
175,4948,4948
176,4801,4875
177,4874,4752
178,4923,4972
179,4874,4899
180,4874,4850
181,4850,4923
182,4899,4825
183,4825,4874
184,4874,4850
185,4874,4825
186,4850,4850
187,4948,4924
188,4850,4850
189,4875,4874
190,4850,4801
191,4874,4801
192,4948,4997
193,4801,4875
194,4923,4777
195,4801,4801
196,4899,4973
197,4850,4777
198,4924,5022
199,4899,4850
200,4801,4850
201,4875,4850
202,4875,4850
203,4850,4874
204,4923,4874
205,4875,4923
206,4924,4826
207,4875,4874
208,4899,4948
209,5021,5022
210,4825,4850
211,4972,4924
212,4850,4801
213,4924,4997
214,4825,4826
215,4850,4826
216,5022,4948
217,4924,5022
218,4924,4801
219,4874,5021
220,4899,4826
221,4899,4899
222,4850,4850
223,4899,4875
224,4825,4777
225,4875,4948
226,4850,4826
227,4874,4899
228,4874,4850
229,4874,4899
230,4825,4801
231,4874,4875
232,4972,4850
233,4874,4973
234,4997,4948
235,4924,4948
236,4826,4825
237,4973,4899
238,4777,4874
239,4973,4874
240,5267,5144
241,5732,5683
242,5536,5512
243,5708,5683
244,4875,5046
245,4850,4899
246,4923,4972
247,4923,4899
248,4776,4703
249,4899,4948
250,4850,4850
251,4850,4801
252,4850,4801
253,4752,4899
254,4850,4825
255,4825,4801
256,4825,4850
257,4801,4776
258,4850,4850
259,4972,4973
260,4850,4826
261,4801,4777
262,4874,4899
263,4825,4899
264,4850,4826
265,4826,4703
266,4899,4972
267,4899,4874
268,4850,4899
269,4874,4924
270,4728,4728
271,4899,4875
272,4850,4801
273,4899,4948
274,4972,4875
275,4850,4973
276,4875,4850
277,4850,4850
278,4923,4924
279,4752,4777
280,4826,4801
281,4875,4801
282,4777,4826
283,4875,4875
284,4899,4826
285,4874,5022
286,4825,4826
287,4776,4654
288,4874,4899
289,4825,4924
290,4850,4826
291,4899,4875
292,4801,4777
293,4850,4875
294,4752,4777
295,4777,4801
296,4899,4776
297,4776,4899
298,4874,4801
299,4801,4752
300,4875,4948
301,4899,4850
302,4801,4875
303,4875,4850
304,4752,4801
305,4850,4826
306,4899,4777
307,4752,4850
308,4899,4899
309,4776,4801
310,4874,4776
311,4825,4899
312,4923,4850
313,4899,4850
314,4752,4850
315,4923,4924
316,4801,4801
317,4801,4850
318,4972,4801
319,4752,4899
320,4899,4899
321,4825,4776
322,4899,4899
323,4825,4899
324,4801,4752
325,4899,4850
326,4825,4948
327,4923,4875
328,4874,4777
329,4850,4973
330,4875,4850
331,4801,4801
332,4850,4875
333,4850,4752
334,4850,4899
335,4899,4948
336,4826,4825
337,4899,4801
338,4850,4924
339,4850,4875
340,4850,4875
341,4850,4850
342,4923,4899
343,4752,4752
344,4875,4850
345,4850,4899
346,4825,4850
347,4874,4826
348,4776,4752
349,4776,4825
350,4899,4874
351,4777,4777
352,4924,4850
353,4826,4850
354,4875,4776
355,4924,5021
356,4826,4850
357,4924,4826
358,4777,4777
359,4899,4973
360,4801,4777
361,4875,4948
362,4850,4825
363,4776,4727
364,4899,4923
365,4801,4801
366,4850,4875
367,4850,4850
368,4850,4825
369,4875,4776
370,4899,4899
371,4899,4997
372,4924,4923
373,4801,4752
374,4924,4973
375,4777,4728
376,4899,4948
377,4874,4923
378,4899,4874
379,4899,4825
380,4801,4874
381,4850,4776
382,4825,4801
383,4923,4997
384,4825,4801
385,4874,4899
386,4850,4801
387,4801,4727
388,4899,5021
389,4801,4727
390,4825,4923
391,4899,4752
392,4777,4801
393,4826,4850
394,4801,4874
395,4777,4776
396,4875,4801
