test_type,num_pairs,thread_id,result,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
inter_ccx,6,2,1.02953e+07,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,3,8.00199e+06,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,4,9.22806e+06,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,5,8.27234e+06,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,6,8.44736e+06,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,2,9.75829e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,3,9.84406e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,4,8.84141e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,5,8.65737e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,6,9.48979e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,7,8.53869e+06,-,-,TX,TX,TX,TX,TX,TX,-,-,RX,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,3,7.67214e+06,TX,-,-,TX,TX,TX,TX,TX,RX,-,-,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,4,8.70225e+06,TX,-,-,TX,TX,TX,TX,TX,RX,-,-,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,5,8.70064e+06,TX,-,-,TX,TX,TX,TX,TX,RX,-,-,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
inter_ccx,6,6,8.65155e+06,TX,-,-,TX,TX,TX,TX,TX,RX,-,-,RX,RX,RX,RX,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
