test_type,num_pairs,thread_id,result,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
intra_core,1,0,4.70548e+07,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
intra_core,1,1,4.76762e+07,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
intra_core,1,2,4.63946e+07,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,-,-,-,
intra_core,1,3,4.66654e+07,-,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,-,-,
intra_core,1,4,4.64668e+07,-,-,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,-,
intra_core,1,5,4.65659e+07,-,-,-,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,-,
intra_core,1,6,4.70647e+07,-,-,-,-,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,-,
intra_core,1,7,4.78634e+07,-,-,-,-,-,-,-,TX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,RX,-,-,-,-,-,-,-,-,
