attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,141413,1200
1,5267,5267
2,5389,5242
3,5364,5413
4,5389,5315
5,5340,5364
6,5511,5511
7,5487,5487
8,5413,5463
9,5242,5340
10,5242,5193
11,5217,5218
12,5266,5315
13,5315,5242
14,5193,5267
15,5315,5242
16,5462,5291
17,5242,5413
18,5340,5316
19,5266,5267
20,5266,5267
21,5242,5193
22,5218,5266
23,5218,5217
24,5389,5217
25,5217,5364
26,5242,5217
27,5267,5242
28,5316,5291
29,5316,5340
30,5977,5879
31,5781,5389
32,5904,5707
33,7178,6344
34,5340,6834
35,5217,5193
36,5340,5291
37,5291,5291
38,5168,5217
39,5242,5266
40,5365,5193
41,5267,5389
42,5267,5242
43,5340,5340
44,5242,5267
45,5242,5267
46,5291,5242
47,5218,5242
48,5414,5242
49,5267,5389
50,5193,5218
51,5193,5193
52,5389,5364
53,5413,5487
54,5217,5169
55,5291,5266
56,5414,5291
57,5242,5389
58,5217,5193
59,5267,5242
60,5316,5315
61,5267,5266
62,5267,5291
63,5316,5242
64,5389,5266
65,5266,5413
66,5315,5266
67,5217,5218
68,5315,5291
69,5315,5316
70,5291,5291
71,5291,5193
72,5413,5365
73,5242,5340
74,5316,5291
75,5242,5267
76,5315,5291
77,5193,5218
78,5316,5266
79,5242,5266
80,5291,5193
81,5267,5340
82,5291,5242
83,5242,5267
84,5242,5242
85,5266,5242
86,5266,5291
87,5242,5218
88,5267,5168
89,5291,5340
90,5217,5193
91,5217,5218
92,5217,5217
93,5266,5242
94,5217,5218
95,5291,5291
96,5340,5291
97,5291,5340
98,5267,5242
99,5242,5267
100,5217,5242
101,5193,5193
102,5242,5217
103,5291,5242
104,5267,5267
105,5291,5316
106,5217,5242
107,5266,5266
108,5266,5242
109,5193,5242
110,5316,5266
111,5242,5218
112,5364,5291
113,5242,5291
114,5218,5217
115,5242,5291
116,5266,5193
117,5193,5242
118,5242,5218
119,5242,5242
120,5340,5291
121,5315,5291
122,5218,5266
123,5242,5242
124,5217,5193
125,5291,5340
126,5242,5242
127,5291,5266
128,5266,5266
129,5291,5267
130,5193,5193
131,5291,5266
132,5217,5242
133,5291,5291
134,5242,5266
135,5291,5242
136,5242,5242
137,5291,5291
138,5242,5242
139,5315,5242
140,5242,5291
141,5242,5267
142,5291,5242
143,5193,5217
144,5266,5218
145,5340,5315
146,5267,5266
