attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,2008,43781
1,2327,1983
2,2278,2278
3,2327,2253
4,2278,2302
5,2278,2253
6,2302,2277
7,2277,2253
8,2326,2278
9,2351,2302
10,2302,2302
11,2326,2302
12,2351,2277
13,2327,2327
14,2302,2326
15,2302,2278
16,2326,2302
17,2302,2277
18,2327,2302
19,2302,2302
20,2302,2253
21,2351,2302
22,2302,2302
23,2351,2302
24,2326,2327
25,2302,2278
26,2302,2277
27,2302,2302
28,2351,2302
29,2302,2302
30,2326,2302
31,2351,2327
32,2327,2326
33,2302,2302
34,2302,2302
35,2302,2278
36,2302,2277
37,2327,2302
38,2327,2302
39,2302,2278
40,2302,2277
41,2302,2278
42,2326,2277
43,2621,2645
44,2621,2572
45,2718,2694
46,2302,2302
47,2302,2278
48,2302,2302
49,2375,2351
50,2302,2277
51,3209,2302
52,2277,3184
53,2302,2278
54,2988,2302
55,2351,2939
56,2326,2326
57,2302,2302
58,2302,2278
59,2326,2302
60,2302,2277
61,2277,2302
62,2327,2278
63,2302,2326
64,2302,2278
65,2302,2302
66,2302,2277
67,2327,2302
68,2302,2278
69,2278,2277
70,2302,2302
71,2302,2302
72,2302,2278
73,2302,2277
74,2302,2302
75,2351,2327
76,2302,2277
77,2302,2302
78,2376,2327
79,2302,2302
80,2375,2302
81,2302,2326
82,2327,2302
83,2351,2302
84,2326,2327
85,2302,2302
86,2302,2302
87,2302,2277
88,2327,2302
89,2302,2278
90,2326,2302
91,2351,2326
92,2302,2302
93,2327,2302
94,2351,2302
95,2302,2302
96,2302,2278
97,2302,2302
98,2326,2302
99,2302,2302
100,2326,2277
101,2327,2277
102,2302,2302
103,2302,2277
104,2302,2302
105,2327,2278
106,2326,2326
107,2302,2302
108,2351,2302
109,2326,2302
110,2302,2327
111,2278,2278
112,2302,2277
113,2302,2302
114,2302,2278
115,2326,2277
116,2278,2327
117,2351,2277
118,2302,2327
119,2277,2277
120,2302,2278
121,2302,2277
122,2327,2278
123,2302,2302
124,2302,2302
125,2302,2277
126,2302,2302
127,2302,2302
128,2278,2253
129,2327,2278
130,2327,2302
131,2278,2302
132,2302,2277
133,2351,2302
134,2302,2327
135,2326,2277
136,2278,2327
137,2326,2277
138,2302,2327
139,2302,2253
140,2302,2278
141,2327,2302
142,2302,2302
143,2302,2253
144,2327,2278
145,2302,2326
146,2302,2302
147,2302,2278
148,2326,2302
149,2326,2302
150,2326,2277
151,2277,2278
152,2302,2326
153,2302,2253
154,2277,2278
155,2326,2302
156,2302,2277
157,2302,2302
158,2351,2327
159,2326,2253
160,2326,2351
161,2302,2277
162,2302,2277
163,2302,2302
164,2302,2278
165,2326,2302
166,2302,2302
167,2326,2277
168,2302,2326
169,2302,2278
170,2302,2277
171,2327,2302
172,2302,2278
