attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,154300,391
1,2228,2228
2,2180,2155
3,2180,2180
4,2204,2180
5,2155,2180
6,2204,2179
7,2179,2179
8,2229,2204
9,2204,2228
10,2204,2204
11,2204,2204
12,2204,2180
13,2204,2204
14,2180,2179
15,2204,2180
16,2180,2179
17,2204,2180
18,2179,2204
19,2180,2179
20,2204,2180
21,2179,2180
22,2228,2204
23,2204,2179
24,2253,2229
25,2179,2180
26,2204,2204
27,2179,2204
28,2204,2204
29,2228,2204
30,2179,2204
31,2180,2179
32,2204,2180
33,2204,2204
34,2204,2204
35,3502,2204
36,3012,3625
37,3013,2890
38,2204,3013
39,2669,2179
40,2180,2669
41,2179,2180
42,2204,2179
43,2204,2180
44,2179,2180
45,2841,2841
46,2179,2204
47,2155,2179
48,3013,3012
49,2180,2179
50,2204,2180
51,2204,2179
52,2621,2596
53,2180,2155
54,2179,2180
55,2204,2179
56,2449,2180
57,2204,2449
58,2229,2228
59,2180,2155
60,2229,2204
61,2204,2204
62,2179,2204
63,2180,2179
64,2204,2180
65,2204,2179
66,2204,2180
67,2204,2179
68,2179,2180
69,2228,2204
70,2179,2180
71,2180,2179
72,2204,2155
73,2204,2204
74,2180,2204
75,2179,2180
76,2179,2180
77,2204,2204
78,2204,2204
79,2179,2180
80,2204,2155
81,2180,2204
82,2204,2180
83,2204,2204
84,2179,2180
85,2204,2179
86,2229,2204
87,2204,2180
88,2204,2229
89,2204,2229
90,2204,2204
91,2204,2180
92,2204,2179
93,2229,2204
94,2229,2204
95,2204,2204
96,2204,2229
97,2204,2180
98,2204,2179
99,2204,2180
100,2204,2204
101,2229,2204
102,2204,2204
103,2204,2204
104,2204,2180
105,2204,2204
106,2204,2204
107,2228,2229
108,2179,2180
109,2204,2204
110,2229,2204
111,2204,2204
112,2180,2179
113,2204,2204
114,2180,2179
115,2179,2180
116,2204,2204
117,2204,2228
118,2204,2204
119,2228,2204
120,2228,2229
121,2179,2204
122,2204,2204
123,2228,2204
124,2204,2179
125,2204,2204
126,2180,2179
127,2229,2204
128,2179,2204
129,2204,2204
130,2204,2179
131,2180,2179
132,2204,2180
133,2204,2204
134,2204,2180
135,2179,2204
136,2180,2179
137,2204,2180
138,2204,2179
139,2180,2179
140,2204,2180
141,2204,2179
142,2204,2204
143,2204,2179
144,2204,2204
145,2179,2180
146,2204,2179
147,2179,2180
148,2204,2229
149,2179,2179
150,2204,2204
151,2204,2229
152,2204,2180
153,2180,2179
154,2253,2253
155,2351,2278
156,2449,2498
157,2253,2351
158,2253,2253
159,2228,2253
160,2229,2229
161,2253,2253
162,2253,2229
163,2253,2253
164,2253,2229
165,2278,2253
166,2253,2253
167,2253,2253
168,2253,2228
169,2229,2253
170,2253,2253
171,2253,2228
172,2253,2253
173,2253,2229
174,2253,2253
175,2229,2253
176,2253,2253
177,2253,2253
178,2228,2229
179,2253,2253
180,2253,2253
181,2253,2253
182,2253,2253
183,2253,2253
184,2229,2228
185,2253,2277
186,2228,2228
187,2228,2228
188,2229,2253
189,2228,2228
190,2253,2253
191,2253,2253
192,2253,2253
193,2228,2228
194,2229,2253
195,2253,2253
196,2253,2278
197,2253,2228
198,2228,2229
199,2229,2229
200,2228,2253
201,2253,2253
202,2253,2253
203,2253,2253
204,2253,2253
205,2253,2253
206,2229,2253
207,2228,2228
208,2204,2229
209,2229,2253
210,2228,2253
211,2229,2253
212,2253,2253
213,2229,2228
214,2253,2253
215,2253,2228
216,2229,2253
217,2253,2228
218,2253,2253
219,2229,2229
220,2229,2204
221,2228,2278
222,2253,2253
223,2253,2253
224,2228,2253
225,2229,2229
226,2253,2228
227,2228,2229
228,2253,2229
229,2228,2228
230,2229,2229
231,2228,2253
232,2253,2278
233,2229,2253
234,2228,2253
235,2229,2253
236,2253,2253
237,2228,2228
238,2253,2229
239,2228,2253
240,2253,2253
241,2229,2253
242,2253,2229
243,2253,2253
244,2229,2253
245,2228,2253
246,2229,2229
247,2253,2253
248,2253,2253
249,2253,2253
250,2228,2229
251,2253,2253
252,2253,2229
253,2253,2278
254,2229,2253
255,2253,2277
256,2253,2253
257,2229,2253
258,2253,2253
259,2253,2228
260,2253,2253
261,2253,2253
262,2228,2253
263,2229,2229
264,2228,2253
265,2278,2278
266,2228,2253
267,2253,2253
268,2228,2204
269,2277,2253
270,2204,2229
271,2253,2253
272,2228,2253
273,2229,2229
274,2253,2253
275,2229,2229
276,2253,2253
277,2253,2277
278,2204,2228
279,2253,2253
280,2253,2253
281,2253,2253
282,2253,2228
283,2253,2229
284,2229,2228
285,2253,2277
286,2277,2277
287,2253,2253
288,2253,2228
289,2253,2253
290,2228,2228
291,2253,2253
292,2253,2253
293,2229,2228
294,2228,2229
295,2229,2204
296,2278,2277
297,2253,2228
298,2228,2229
299,2229,2228
300,2228,2253
301,2229,2204
302,2229,2228
303,2228,2253
304,2253,2253
305,2228,2229
306,2229,2229
307,2253,2253
308,2229,2253
309,2228,2253
310,2229,2253
311,2204,2228
312,2228,2229
313,2229,2228
314,2228,2229
315,2253,2229
316,2229,2228
317,2253,2253
318,2253,2253
319,2277,2228
320,2253,2253
321,2253,2229
322,2253,2253
323,2253,2229
324,2229,2228
325,2228,2229
326,2229,2229
327,2229,2228
328,2228,2253
329,2253,2253
330,2228,2229
331,2253,2253
332,2228,2229
333,2228,2229
334,2229,2229
335,2229,2228
336,2228,2253
337,2228,2229
338,2229,2204
339,2228,2228
340,2253,2229
341,2229,2253
342,2253,2229
343,2229,2228
344,2228,2229
345,2229,2253
346,2228,2228
347,2253,2229
348,2229,2253
349,2228,2229
350,2228,2229
351,2204,2204
352,2229,2204
353,2229,2228
354,2228,2228
355,2228,2204
356,2277,2278
357,2229,2229
358,2253,2228
359,2228,2229
360,2204,2204
361,2229,2253
362,2229,2228
363,2228,2228
364,2228,2253
365,2229,2229
366,2253,2228
367,2253,2229
368,2253,2228
369,2253,2277
370,2204,2228
371,2228,2228
372,2228,2229
373,2204,2204
374,2229,2204
375,2229,2228
376,2229,2228
377,2228,2229
378,2253,2229
379,2229,2228
380,2253,2253
381,2229,2229
382,2253,2253
383,2253,2278
384,2229,2253
385,2253,2253
386,2229,2253
387,2228,2253
388,2253,2253
389,2228,2229
390,2229,2229
391,2278,2253
392,2229,2228
393,2253,2228
394,2228,2204
395,2253,2229
396,2229,2228
397,2228,2253
398,2253,2278
399,2228,2229
400,2229,2228
401,2228,2253
402,2253,2253
403,2228,2253
404,2229,2253
405,2228,2253
406,2229,2253
407,2228,2253
408,2253,2229
409,2229,2228
410,2229,2228
411,2253,2229
412,2229,2228
413,2228,2253
414,2253,2253
415,2253,2253
416,2229,2228
417,2253,2253
418,2253,2278
419,2253,2253
420,2253,2253
421,2229,2228
422,2229,2228
423,2253,2228
424,2228,2229
425,2228,2229
426,2229,2253
427,2229,2228
428,2278,2253
429,2229,2228
430,2228,2229
431,2253,2253
432,2204,2228
433,2229,2204
434,2229,2228
435,2228,2229
436,2229,2253
437,2204,2228
438,2228,2204
439,2228,2229
440,2253,2253
441,2253,2253
442,2228,2253
443,2253,2253
444,2253,2253
445,2228,2228
446,2253,2253
447,2253,2253
448,2204,2253
449,2229,2253
450,2228,2228
451,2204,2228
452,2228,2229
453,2277,2278
454,2229,2229
455,2253,2228
456,2253,2229
457,2228,2228
458,2253,2253
459,2253,2253
460,2228,2253
461,2229,2229
462,2228,2228
463,2229,2253
464,2204,2253
465,2228,2229
466,2229,2229
467,2253,2228
468,2228,2229
469,2204,2204
470,2253,2253
471,2253,2253
472,2253,2228
473,2253,2253
474,2253,2229
475,2253,2253
476,2253,2253
477,2204,2228
478,2228,2253
479,2229,2253
480,2228,2253
481,2229,2253
482,2228,2253
483,2229,2228
484,2228,2253
485,2253,2204
486,2229,2228
487,2228,2229
488,2278,2253
489,2253,2253
490,2277,2253
491,2228,2229
492,2253,2253
493,2228,2229
494,2229,2228
495,2253,2253
496,2229,2253
497,2229,2228
498,2228,2253
499,2228,2229
500,2253,2229
501,2229,2228
502,2228,2229
503,2253,2229
504,2229,2228
505,2253,2228
