attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,125414,391
1,2130,2106
2,2081,2082
3,2081,2057
4,2081,2081
5,2081,2057
6,2081,2081
7,2057,2057
8,2057,2057
9,3355,3356
10,2106,2082
11,2082,2082
12,2082,2082
13,2082,2057
14,2106,2082
15,2081,2081
16,2057,2081
17,2106,2081
18,2081,2081
19,2057,2057
20,2106,2081
21,2057,2081
22,2082,2057
23,2082,2057
24,2106,2081
25,2057,2081
26,2106,2081
27,2081,2057
28,2057,2057
29,2057,2057
30,2082,2082
31,2082,2082
32,2082,2057
33,2082,2082
34,2057,2057
35,2081,2057
36,2081,2057
37,2081,2081
38,2081,2081
39,2571,2375
40,2081,2277
41,2081,2081
42,2131,2131
43,2082,2082
44,2792,2817
45,2106,2082
46,2866,2890
47,2082,2057
48,2106,2057
49,2375,2400
50,2082,2106
51,2081,2081
52,2571,2572
53,2106,2082
54,2057,2082
55,2106,2082
56,2106,2081
57,2082,2130
58,2180,2057
59,2057,2179
60,2253,2081
61,2106,2253
62,2155,2130
63,2743,2743
64,2131,2131
65,2131,2106
66,2082,2082
67,2082,2082
68,2081,2081
69,2130,2130
70,2081,2081
71,2106,2106
72,2082,2057
73,2106,2081
74,2081,2081
75,2106,2106
76,2106,2106
77,2081,2081
78,2106,2082
79,2082,2082
80,2106,2081
81,2106,2106
82,2106,2081
83,2106,2082
84,2106,2081
85,2081,2081
86,2106,2082
87,2082,2106
88,2106,2081
89,2081,2081
90,2081,2081
91,2081,2081
92,2082,2082
93,2082,2082
94,2106,2081
95,2081,2081
96,2057,2057
97,2106,2081
98,2081,2081
99,2057,2057
100,2302,2229
101,2180,2204
102,2180,2179
103,2179,2179
104,2155,2179
105,2179,2179
106,2155,2179
107,2204,2179
108,2179,2179
109,2155,2179
110,2180,2155
111,2204,2155
112,2277,2253
113,2351,2327
114,2400,2351
115,2375,2375
116,2449,2376
117,2474,2449
118,2621,2547
119,2572,2645
120,2474,2449
121,2449,2449
122,2474,2424
123,2400,2424
124,2351,2351
125,2400,2327
126,2449,2424
127,2473,2449
128,2473,2449
129,2473,2449
130,2498,2474
131,2522,2498
132,2498,2473
133,2498,2498
134,2498,2449
135,2498,2498
136,2498,2474
137,2498,2473
138,2498,2474
139,2498,2498
140,2473,2449
141,2498,2498
142,2498,2449
143,2498,2498
144,2473,2449
145,2498,2473
146,2474,2449
147,2523,2474
148,2498,2498
149,2449,2449
150,3233,2449
151,2474,3233
152,2498,2449
153,2473,2473
154,2449,2449
155,2498,2449
156,2474,2474
157,2449,2449
158,2498,2473
159,2473,2449
160,2473,2449
161,2449,2449
162,2473,2449
163,2694,2572
164,2792,2767
165,2498,2498
166,2474,2474
167,2474,2424
168,2498,2498
169,2473,2449
170,2449,2474
171,2449,2424
172,2473,2449
173,2474,2474
174,2498,2449
175,2473,2473
176,2474,2449
177,2474,2474
178,2449,2473
179,2473,2449
180,2473,2449
181,2474,2474
182,2474,2449
183,2474,2449
184,2473,2473
185,2473,2449
186,2498,2474
187,2474,2449
188,2474,2449
189,2473,2473
190,2449,2449
191,2473,2449
192,2498,2474
193,2474,2449
194,2474,2449
195,2473,2473
196,2498,2474
197,2474,2449
198,2498,2449
199,2473,2473
200,2473,2449
201,2473,2425
202,2473,2449
203,2498,2449
204,2449,2449
205,2474,2474
206,2449,2449
207,2473,2498
208,2473,2424
209,2474,2449
210,2474,2474
211,2474,2449
212,2498,2473
213,2498,2449
214,2474,2474
215,2474,2449
216,2474,2449
217,2449,2449
218,2473,2449
219,2473,2473
220,2474,2474
221,2449,2449
222,2474,2449
223,2498,2473
224,2473,2449
225,2473,2449
226,2474,2449
227,2474,2449
228,2474,2474
229,2498,2449
230,2449,2425
231,2473,2449
232,2473,2473
233,2498,2449
234,2474,2449
235,2449,2449
236,2498,2473
237,2449,2425
238,2473,2449
239,2473,2449
240,2474,2474
241,2473,2449
242,2473,2473
243,2474,2449
244,2498,2474
245,2473,2449
246,2473,2449
247,2474,2449
248,2474,2474
249,2474,2449
250,2474,2449
251,2449,2473
252,2473,2449
253,2474,2449
254,2474,2474
255,2474,2449
256,2474,2449
257,2474,2449
258,2449,2424
259,2474,2474
260,2473,2473
261,2473,2449
262,2498,2449
263,2498,2498
264,2449,2449
265,2474,2449
266,2449,2449
267,2474,2449
268,2474,2449
269,2498,2473
270,2473,2449
271,2473,2449
272,2473,2449
273,2474,2474
274,2474,2449
275,2473,2473
276,2449,2449
277,2473,2449
278,2498,2474
279,2474,2449
280,2498,2449
281,2498,2473
282,2498,2474
283,2498,2498
284,2474,2449
285,2473,2473
286,2474,2449
287,2473,2474
288,2473,2473
289,2498,2449
290,2498,2449
291,2473,2498
292,2474,2449
293,2498,2498
294,2474,2449
295,2498,2449
296,2522,2498
297,2498,2473
298,2474,2449
299,2473,2474
300,2498,2473
301,2474,2474
302,2474,2449
303,2498,2449
304,2473,2449
305,2473,2449
306,2473,2473
307,2498,2474
308,2498,2473
309,2474,2474
310,2498,2449
311,2522,2498
312,2473,2449
313,2498,2473
314,2498,2474
315,2473,2473
316,2474,2449
317,2474,2449
318,2473,2498
319,2498,2449
320,2474,2474
321,2523,2473
322,2474,2474
323,2474,2449
324,2498,2473
325,2474,2474
326,2474,2449
327,2473,2449
328,2473,2473
329,2498,2449
330,2474,2424
331,2498,2498
332,2474,2449
333,2473,2474
334,2473,2449
335,2473,2473
336,2474,2449
337,2498,2473
338,2474,2474
339,2473,2424
340,2473,2449
341,2498,2498
342,2474,2449
343,2473,2449
344,2498,2498
345,2473,2473
346,2474,2449
347,2473,2498
348,2474,2449
349,2498,2474
350,2498,2473
351,2498,2474
352,2473,2473
353,2473,2425
354,2473,2449
355,2498,2449
356,2474,2474
357,2498,2449
358,2498,2473
359,2473,2449
360,2498,2473
361,2498,2474
362,2498,2498
363,2498,2473
364,2498,2474
365,2498,2498
366,2474,2449
367,2473,2449
368,2522,2498
369,2498,2473
370,2474,2474
371,2473,2473
372,2474,2449
373,2498,2498
374,2498,2474
375,2473,2473
376,2498,2474
377,2473,2473
378,2474,2449
379,2473,2449
380,2473,2449
381,2473,2473
382,2498,2474
383,2498,2473
384,2474,2474
385,2473,2473
386,2498,2474
387,2473,2473
388,2474,2449
389,2474,2474
390,2449,2449
391,2498,2473
392,2474,2474
393,2473,2449
394,2498,2473
395,2498,2474
396,2473,2473
397,2474,2449
398,2474,2449
399,2498,2474
400,2474,2473
401,2474,2474
402,2498,2473
403,2498,2474
404,2473,2449
405,2498,2473
406,2498,2474
407,2473,2473
408,2474,2449
409,2473,2498
410,2474,2449
411,2473,2474
412,2473,2473
413,2473,2449
414,2474,2449
415,2498,2474
416,2498,2473
417,2474,2449
418,2474,2449
419,2474,2449
420,2473,2449
421,2498,2473
422,2498,2474
423,2498,2473
424,2474,2474
425,2473,2449
426,2473,2449
427,2473,2473
428,2474,2474
429,2449,2449
430,2473,2449
431,2498,2473
432,2498,2474
433,2498,2473
434,2474,2449
435,2473,2449
436,2522,2498
437,2473,2473
438,2449,2449
439,2474,2474
440,2474,2449
441,2498,2449
442,2498,2473
443,2474,2474
444,2474,2449
445,2473,2473
446,2474,2474
447,2473,2473
448,2474,2449
449,2474,2474
450,2498,2473
451,2474,2474
452,2474,2449
453,2474,2449
454,2498,2449
455,2498,2498
456,2449,2449
457,2498,2473
458,2473,2449
459,2473,2449
460,2449,2449
461,2498,2474
462,2474,2449
463,2473,2473
464,2474,2449
465,2498,2474
466,2473,2449
467,2473,2473
468,2498,2474
469,2473,2473
470,2474,2474
471,2498,2449
472,2473,2473
473,2474,2474
474,2498,2449
475,2449,2449
476,2473,2473
477,2498,2474
478,2498,2449
479,2473,2473
480,2498,2449
481,2474,2474
482,2498,2449
483,2498,2498
484,2498,2449
485,2498,2473
486,2474,2474
487,2473,2449
488,2473,2473
489,2473,2449
490,2498,2474
491,2474,2449
492,2474,2449
493,2473,2449
494,2473,2473
495,2473,2425
496,2498,2473
497,2498,2474
498,2473,2449
499,2498,2473
500,2498,2474
501,2498,2473
502,2474,2449
503,2498,2474
504,2449,2449
505,2473,2449
506,2498,2473
507,2498,2474
508,2498,2473
509,2474,2474
510,2473,2449
511,2522,2498
512,2473,2449
513,2473,2473
514,2473,2449
515,2473,2449
516,2474,2449
517,2473,2498
518,2473,2425
519,2473,2473
520,2474,2449
521,2498,2474
522,2498,2473
523,2498,2474
524,2473,2473
525,2474,2449
526,2498,2449
527,2498,2498
528,2474,2449
529,2498,2449
530,2473,2473
531,2474,2474
532,2449,2449
533,2498,2473
534,2474,2474
535,2474,2424
536,2498,2474
537,2498,2449
538,2498,2474
539,2473,2473
540,2474,2449
541,2498,2474
542,2473,2473
543,2498,2449
544,2474,2474
545,2474,2449
546,2474,2449
547,2449,2449
548,2474,2449
549,2473,2449
550,2498,2498
551,2473,2473
552,2498,2449
553,2498,2474
554,2473,2473
555,2498,2449
556,2498,2473
557,2498,2449
558,2474,2449
559,2474,2474
560,2449,2424
561,2449,2474
562,2498,2449
563,2473,2473
564,2498,2449
565,2498,2474
566,2473,2473
567,2449,2449
568,2474,2449
569,2473,2449
570,2498,2473
571,2474,2449
572,2449,2474
573,2473,2449
574,2498,2473
575,2523,2498
576,2498,2474
577,2473,2449
578,2473,2473
579,2498,2474
580,2473,2449
581,2498,2473
582,2498,2474
583,2498,2498
584,2473,2449
585,2498,2473
586,2449,2474
587,2473,2449
588,2473,2473
589,2498,2449
590,2474,2449
591,2498,2474
592,2498,2474
593,2473,2449
594,2474,2473
595,2498,2474
596,2498,2473
597,2498,2474
598,2473,2449
599,2498,2498
600,2449,2449
601,2473,2473
602,2474,2474
603,2498,2449
604,2498,2473
605,2474,2474
606,2498,2473
607,2474,2474
608,2474,2449
609,2498,2473
610,2474,2474
611,2473,2449
612,2498,2473
613,2474,2474
614,2473,2449
615,2473,2473
616,2474,2474
617,2449,2449
618,2473,2449
619,2473,2473
620,2474,2474
621,2498,2449
622,2473,2449
623,2473,2449
624,2473,2473
625,2498,2474
626,2473,2449
627,2473,2473
628,2498,2474
629,2498,2473
630,2474,2449
631,2474,2449
632,2498,2474
633,2498,2473
634,2498,2498
635,2474,2449
636,2473,2474
637,2498,2498
638,2473,2449
639,2473,2449
640,2498,2473
641,2474,2474
642,2473,2473
643,2498,2474
644,2473,2449
645,2474,2449
646,2498,2498
647,2473,2449
648,2474,2473
649,2498,2474
650,2498,2498
651,2473,2449
652,2473,2473
653,2474,2474
654,2498,2473
655,2498,2474
656,2498,2473
657,2523,2474
658,2498,2498
659,2498,2473
660,2473,2474
661,2498,2498
662,2474,2424
663,2498,2498
664,2498,2498
665,2498,2474
666,2473,2449
667,2474,2498
668,2498,2473
669,2498,2449
670,2474,2449
671,2474,2449
672,2498,2474
673,2498,2473
674,2474,2474
675,2498,2473
676,2474,2449
677,2498,2498
678,2449,2449
679,2498,2474
680,2473,2449
681,2498,2473
682,2474,2474
683,2498,2449
684,2473,2473
685,2498,2449
686,2474,2474
687,2473,2449
688,2498,2498
689,2473,2449
690,2522,2473
691,2498,2498
692,2474,2449
693,2474,2449
694,2473,2474
695,2498,2473
696,2498,2474
697,2473,2473
698,2474,2449
699,2473,2498
700,2498,2474
701,2498,2473
702,2498,2474
703,2498,2473
704,2498,2474
705,2498,2473
706,2498,2474
707,2473,2449
708,2498,2498
709,2498,2473
710,2474,2474
711,2473,2449
712,2498,2498
713,2498,2473
714,2474,2449
715,2473,2474
716,2498,2473
717,2498,2474
718,2498,2498
719,2473,2473
720,2474,2449
721,2498,2498
722,2474,2449
723,2498,2474
724,2473,2449
725,2474,2449
726,2474,2449
727,2498,2498
728,2522,2474
729,2473,2473
730,2474,2474
731,2498,2473
732,2474,2449
733,2473,2498
734,2474,2449
735,2498,2474
