attempt,thread_1_round_trip_nano,thread_2_round_trip_nano
0,110788,440
1,2351,2351
2,2326,2376
3,2351,2376
4,2327,2351
5,2375,2376
6,2351,2376
7,2327,2351
8,2327,2376
9,2351,2351
10,2351,2351
11,2326,2375
12,2326,2375
13,2351,2375
14,2327,2351
15,2327,2376
16,2351,2351
17,2351,2351
18,2327,2375
19,2375,2400
20,2376,2400
21,2351,2351
22,2326,2351
23,2351,2376
24,2351,2376
25,2376,2376
26,2351,2400
27,2351,2375
28,2351,2351
29,2326,2351
30,2351,2376
31,2351,2376
32,2351,2376
33,2351,2376
34,2376,2376
35,2351,2375
36,2351,2375
37,2375,2400
38,2351,2376
39,2376,2400
40,2375,2375
41,2351,2351
42,2327,2375
43,2351,2375
44,2375,2375
45,2376,2376
46,2351,2375
47,2351,2351
48,2351,2375
49,2351,2351
50,2351,2400
51,2375,2400
52,2327,2351
53,2351,2351
54,2351,2375
55,2375,2400
56,2351,2376
57,2351,2376
58,2351,2351
59,2376,2400
60,2351,2375
61,2375,2375
62,2327,2375
63,2351,2375
64,2375,2400
65,2376,2400
66,2351,2375
67,2375,2375
68,2351,2375
69,2351,2376
70,2326,2351
71,2351,2351
72,2351,2400
73,2351,2376
74,2351,2376
75,2376,2376
76,2351,2375
77,2375,2400
78,2376,2400
79,2351,2375
80,2375,2375
81,2376,2376
82,2351,2375
83,2375,2375
84,2351,2400
85,2351,2376
86,2376,2376
87,2375,2375
88,2351,2376
89,2351,2351
90,2351,2376
91,2351,2351
92,2327,2351
93,2375,2351
94,2351,2376
95,2351,2376
96,2327,2351
97,2375,2351
98,2327,2375
99,2351,2375
100,2351,2351
101,2375,2351
102,2351,2376
103,2351,2376
104,2351,2376
105,2351,2375
106,2351,2375
107,2351,2375
108,2351,2351
109,2351,2351
110,2326,2351
111,2376,2400
112,2351,2375
113,2375,2351
114,2351,2376
115,2351,2376
116,2351,2376
117,2351,2376
118,2351,2376
119,2351,2351
120,2351,2376
121,2351,2376
122,2327,2351
123,2375,2351
124,2351,2351
125,2351,2351
126,2327,2351
127,2351,2375
128,2351,2375
129,2351,2351
130,2351,2375
131,2375,2400
132,2351,2376
133,2326,2376
134,2376,2376
135,2351,2376
136,2351,2375
137,2351,2375
138,2351,2375
139,2351,2375
140,2351,2375
141,2375,2375
142,2351,2351
143,2327,2351
144,2375,2375
145,2351,2351
146,2327,2351
147,2351,2375
148,2351,2375
149,2351,2375
150,2375,2375
151,2351,2376
152,2351,2376
153,2327,2351
154,2351,2375
155,2351,2375
156,2351,2375
157,2351,2375
158,2327,2351
159,2375,2375
160,2351,2351
161,2376,2376
162,2351,2400
163,2351,2375
164,2351,2351
165,2351,2375
166,2351,2375
167,2351,2351
168,2351,2375
169,2351,2375
170,2375,2376
171,2376,2400
172,2351,2375
173,2351,2375
174,2351,2375
175,2351,2375
176,2375,2400
177,2351,2376
178,2376,2400
179,2351,2351
180,2351,2375
181,2351,2375
182,2351,2375
183,2351,2375
184,2351,2351
185,2351,2375
186,2375,2400
187,2351,2376
188,2351,2376
189,2351,2376
190,2351,2351
191,2376,2424
192,2351,2375
193,2375,2375
194,2351,2376
195,2351,2376
196,2351,2376
197,2351,2376
198,2351,2351
199,2351,2376
200,2351,2376
201,2376,2376
202,2351,2351
203,2351,2375
204,2351,2375
205,2351,2375
206,2351,2375
207,2400,2400
208,2351,2375
209,2351,2351
210,2326,2351
211,2351,2376
212,2351,2351
213,2351,2376
214,2376,2376
215,2351,2351
216,2375,2400
217,2351,2375
218,2351,2351
219,2327,2351
220,2375,2376
221,2327,2351
222,2351,2351
223,2351,2351
224,2351,2375
225,2351,2375
226,2351,2375
227,2351,2375
228,2375,2351
229,2351,2351
230,2327,2351
231,2326,2351
232,2376,2376
233,2351,2351
234,2326,2351
235,2376,2376
236,2351,2375
237,2351,2375
238,2351,2351
239,2351,2400
240,2351,2375
241,2351,2375
242,2351,2375
243,2375,2376
244,2351,2376
245,2351,2351
246,2351,2351
247,2351,2351
248,2327,2351
249,2351,2351
250,2375,2351
251,2351,2376
252,2376,2400
253,2351,2351
254,2351,2375
255,2326,2351
256,2351,2376
257,2400,2400
258,2351,2400
259,2376,2351
260,2351,2375
261,2351,2375
262,2351,2351
263,2375,2400
264,2351,2376
265,2376,2376
266,2351,2376
267,2351,2375
268,2327,2351
269,2351,2375
270,2351,2375
271,2375,2375
272,2351,2351
273,2351,2376
274,2351,2376
275,2351,2376
276,2351,2376
277,2351,2376
278,2351,2351
279,2351,2376
280,2351,2376
281,2351,2351
282,2351,2376
283,2351,2376
284,2376,2376
285,2375,2400
286,2351,2376
287,2351,2351
288,2376,2400
289,2351,2375
290,2351,2351
291,2400,2400
292,2351,2375
293,2351,2351
294,2351,2351
295,2326,2351
296,2351,2351
297,2351,2376
298,2351,2376
299,2351,2376
300,2351,2351
301,2327,2351
302,2351,2375
303,2375,2400
304,2351,2351
305,2327,2375
306,2351,2375
307,2375,2400
308,2351,2376
309,2351,2376
310,2351,2376
311,2327,2351
312,2351,2351
313,2326,2351
314,2351,2351
315,2351,2351
316,2351,2351
317,2375,2425
318,2351,2376
319,2400,2375
320,2351,2376
321,2326,2351
322,2376,2351
323,2375,2400
324,2351,2351
325,2376,2376
326,2326,2351
327,2376,2376
328,2375,2375
329,2327,2351
330,2351,2351
331,2326,2351
332,2351,2351
333,2327,2351
334,2375,2375
335,2351,2351
336,2327,2375
337,2375,2375
338,2351,2376
339,2351,2351
340,2351,2351
341,2327,2375
342,2351,2375
343,2375,2375
344,2351,2400
345,2376,2376
346,2351,2375
347,2351,2375
348,2351,2375
349,2351,2375
350,2351,2375
351,2375,2351
352,2327,2351
353,2351,2351
354,2375,2375
355,2351,2351
356,2351,2376
357,2351,2376
358,2351,2376
359,2351,2351
360,2351,2351
361,2351,2351
362,2351,2400
363,2376,2400
364,2375,2400
365,2351,2376
366,2351,2376
367,2351,2400
368,2326,2351
369,2351,2400
370,2351,2375
371,2351,2375
372,2375,2400
373,2351,2376
374,2376,2400
375,2375,2400
376,2351,2351
377,2376,2400
378,2351,2375
379,2351,2375
380,2351,2375
381,2351,2375
382,2326,2351
383,2351,2351
384,2376,2376
385,2351,2351
386,2351,2375
387,2351,2375
388,2351,2375
389,2375,2375
390,2327,2375
391,2376,2424
392,2375,2375
393,2376,2376
394,2351,2376
395,2375,2400
396,2351,2376
397,2351,2351
398,2351,2376
399,2400,2400
400,2351,2376
401,2351,2376
402,2351,2351
403,2351,2376
404,2351,2351
405,2327,2351
406,2351,2375
407,2400,2424
408,2375,2375
409,2376,2400
410,2375,2375
